	value	expression
984	20	('*', ('/', 10, ('+', 1, 2)), 6)
985	20	('*', ('-', ('/', 6, 2), 1), 10)
986	19	('+', 6, ('+', 2, ('+', 10, 1)))
987	19	('+', 6, ('+', 2, ('+', 1, 10)))
988	19	('+', 6, ('+', 10, ('+', 2, 1)))
989	19	('+', 6, ('+', 10, ('+', 1, 2)))
990	19	('+', 6, ('+', 1, ('+', 2, 10)))
991	19	('+', 6, ('+', 1, ('+', 10, 2)))
992	19	('+', 6, ('+', ('+', 2, 10), 1))
993	19	('+', 6, ('+', ('+', 2, 1), 10))
994	19	('+', 6, ('+', ('+', 10, 2), 1))
995	19	('+', 6, ('+', ('+', 10, 1), 2))
996	19	('+', 6, ('+', ('+', 1, 2), 10))
997	19	('+', 6, ('+', ('+', 1, 10), 2))
998	19	('+', 2, ('+', 6, ('+', 10, 1)))
999	19	('+', 2, ('+', 6, ('+', 1, 10)))
1000	19	('+', 2, ('+', 10, ('+', 6, 1)))
1001	19	('+', 2, ('+', 10, ('+', 1, 6)))
1002	19	('+', 2, ('+', 1, ('+', 6, 10)))
1003	19	('+', 2, ('+', 1, ('+', 10, 6)))
1004	19	('+', 2, ('+', ('+', 6, 10), 1))
1005	19	('+', 2, ('+', ('+', 6, 1), 10))
1006	19	('+', 2, ('+', ('+', 10, 6), 1))
1007	19	('+', 2, ('+', ('+', 10, 1), 6))
1008	19	('+', 2, ('+', ('+', 1, 6), 10))
1009	19	('+', 2, ('+', ('+', 1, 10), 6))
1010	19	('+', 10, ('+', 6, ('+', 2, 1)))
1011	19	('+', 10, ('+', 6, ('+', 1, 2)))
1012	19	('+', 10, ('+', 2, ('+', 6, 1)))
1013	19	('+', 10, ('+', 2, ('+', 1, 6)))
1014	19	('+', 10, ('+', 1, ('+', 6, 2)))
1015	19	('+', 10, ('+', 1, ('+', 2, 6)))
1016	19	('+', 10, ('+', ('+', 6, 2), 1))
1017	19	('+', 10, ('+', ('+', 6, 1), 2))
1018	19	('+', 10, ('+', ('+', 2, 6), 1))
1019	19	('+', 10, ('+', ('+', 2, 1), 6))
1020	19	('+', 10, ('+', ('+', 1, 6), 2))
1021	19	('+', 10, ('+', ('+', 1, 2), 6))
1022	19	('+', 1, ('+', 6, ('+', 2, 10)))
1023	19	('+', 1, ('+', 6, ('+', 10, 2)))
1024	19	('+', 1, ('+', 2, ('+', 6, 10)))
1025	19	('+', 1, ('+', 2, ('+', 10, 6)))
1026	19	('+', 1, ('+', 10, ('+', 6, 2)))
1027	19	('+', 1, ('+', 10, ('+', 2, 6)))
1028	19	('+', 1, ('+', ('+', 6, 2), 10))
1029	19	('+', 1, ('+', ('+', 6, 10), 2))
1030	19	('+', 1, ('+', ('+', 2, 6), 10))
1031	19	('+', 1, ('+', ('+', 2, 10), 6))
1032	19	('+', 1, ('+', ('+', 10, 6), 2))
1033	19	('+', 1, ('+', ('+', 10, 2), 6))
1034	19	('+', ('+', 6, 2), ('+', 10, 1))
1035	19	('+', ('+', 6, 2), ('+', 1, 10))
1036	19	('+', ('+', 6, 10), ('+', 2, 1))
1037	19	('+', ('+', 6, 10), ('+', 1, 2))
1038	19	('+', ('+', 6, 1), ('+', 2, 10))
1039	19	('+', ('+', 6, 1), ('+', 10, 2))
1040	19	('+', ('+', 6, ('+', 2, 10)), 1)
1041	19	('+', ('+', 6, ('+', 2, 1)), 10)
1042	19	('+', ('+', 6, ('+', 10, 2)), 1)
1043	19	('+', ('+', 6, ('+', 10, 1)), 2)
1044	19	('+', ('+', 6, ('+', 1, 2)), 10)
1045	19	('+', ('+', 6, ('+', 1, 10)), 2)
1046	19	('+', ('+', 2, 6), ('+', 10, 1))
1047	19	('+', ('+', 2, 6), ('+', 1, 10))
1048	19	('+', ('+', 2, 10), ('+', 6, 1))
1049	19	('+', ('+', 2, 10), ('+', 1, 6))
1050	19	('+', ('+', 2, 1), ('+', 6, 10))
1051	19	('+', ('+', 2, 1), ('+', 10, 6))
1052	19	('+', ('+', 2, ('+', 6, 10)), 1)
1053	19	('+', ('+', 2, ('+', 6, 1)), 10)
1054	19	('+', ('+', 2, ('+', 10, 6)), 1)
1055	19	('+', ('+', 2, ('+', 10, 1)), 6)
1056	19	('+', ('+', 2, ('+', 1, 6)), 10)
1057	19	('+', ('+', 2, ('+', 1, 10)), 6)
1058	19	('+', ('+', 10, 6), ('+', 2, 1))
1059	19	('+', ('+', 10, 6), ('+', 1, 2))
1060	19	('+', ('+', 10, 2), ('+', 6, 1))
1061	19	('+', ('+', 10, 2), ('+', 1, 6))
1062	19	('+', ('+', 10, 1), ('+', 6, 2))
1063	19	('+', ('+', 10, 1), ('+', 2, 6))
1064	19	('+', ('+', 10, ('+', 6, 2)), 1)
1065	19	('+', ('+', 10, ('+', 6, 1)), 2)
1066	19	('+', ('+', 10, ('+', 2, 6)), 1)
1067	19	('+', ('+', 10, ('+', 2, 1)), 6)
1068	19	('+', ('+', 10, ('+', 1, 6)), 2)
1069	19	('+', ('+', 10, ('+', 1, 2)), 6)
1070	19	('+', ('+', 1, 6), ('+', 2, 10))
1071	19	('+', ('+', 1, 6), ('+', 10, 2))
1072	19	('+', ('+', 1, 2), ('+', 6, 10))
1073	19	('+', ('+', 1, 2), ('+', 10, 6))
1074	19	('+', ('+', 1, 10), ('+', 6, 2))
1075	19	('+', ('+', 1, 10), ('+', 2, 6))
1076	19	('+', ('+', 1, ('+', 6, 2)), 10)
1077	19	('+', ('+', 1, ('+', 6, 10)), 2)
1078	19	('+', ('+', 1, ('+', 2, 6)), 10)
1079	19	('+', ('+', 1, ('+', 2, 10)), 6)
1080	19	('+', ('+', 1, ('+', 10, 6)), 2)
1081	19	('+', ('+', 1, ('+', 10, 2)), 6)
1082	19	('+', ('+', ('+', 6, 2), 10), 1)
1083	19	('+', ('+', ('+', 6, 2), 1), 10)
1084	19	('+', ('+', ('+', 6, 10), 2), 1)
1085	19	('+', ('+', ('+', 6, 10), 1), 2)
1086	19	('+', ('+', ('+', 6, 1), 2), 10)
1087	19	('+', ('+', ('+', 6, 1), 10), 2)
1088	19	('+', ('+', ('+', 2, 6), 10), 1)
1089	19	('+', ('+', ('+', 2, 6), 1), 10)
1090	19	('+', ('+', ('+', 2, 10), 6), 1)
1091	19	('+', ('+', ('+', 2, 10), 1), 6)
1092	19	('+', ('+', ('+', 2, 1), 6), 10)
1093	19	('+', ('+', ('+', 2, 1), 10), 6)
1094	19	('+', ('+', ('+', 10, 6), 2), 1)
1095	19	('+', ('+', ('+', 10, 6), 1), 2)
1096	19	('+', ('+', ('+', 10, 2), 6), 1)
1097	19	('+', ('+', ('+', 10, 2), 1), 6)
1098	19	('+', ('+', ('+', 10, 1), 6), 2)
1099	19	('+', ('+', ('+', 10, 1), 2), 6)
1100	19	('+', ('+', ('+', 1, 6), 2), 10)
1101	19	('+', ('+', ('+', 1, 6), 10), 2)
1102	19	('+', ('+', ('+', 1, 2), 6), 10)
1103	19	('+', ('+', ('+', 1, 2), 10), 6)
1104	19	('+', ('+', ('+', 1, 10), 6), 2)
1105	19	('+', ('+', ('+', 1, 10), 2), 6)
1106	18	('/', ('+', 6, ('+', 2, 10)), 1)
1107	18	('/', ('+', 6, ('+', 10, 2)), 1)
1108	18	('/', ('+', 2, ('+', 6, 10)), 1)
1109	18	('/', ('+', 2, ('+', 10, 6)), 1)
1110	18	('/', ('+', 10, ('+', 6, 2)), 1)
1111	18	('/', ('+', 10, ('+', 2, 6)), 1)
1112	18	('/', ('+', ('+', 6, 2), 10), 1)
1113	18	('/', ('+', ('+', 6, 10), 2), 1)
1114	18	('/', ('+', ('+', 2, 6), 10), 1)
1115	18	('/', ('+', ('+', 2, 10), 6), 1)
1116	18	('/', ('+', ('+', 10, 6), 2), 1)
1117	18	('/', ('+', ('+', 10, 2), 6), 1)
1118	18	('+', 6, ('/', ('+', 2, 10), 1))
1119	18	('+', 6, ('/', ('+', 10, 2), 1))
1120	18	('+', 6, ('+', 2, ('/', 10, 1)))
1121	18	('+', 6, ('+', 2, ('*', 10, 1)))
1122	18	('+', 6, ('+', 2, ('*', 1, 10)))
1123	18	('+', 6, ('+', 10, ('/', 2, 1)))
1124	18	('+', 6, ('+', 10, ('*', 2, 1)))
1125	18	('+', 6, ('+', 10, ('*', 1, 2)))
1126	18	('+', 6, ('+', ('/', 2, 1), 10))
1127	18	('+', 6, ('+', ('/', 10, 1), 2))
1128	18	('+', 6, ('+', ('*', 2, 1), 10))
1129	18	('+', 6, ('+', ('*', 10, 1), 2))
1130	18	('+', 6, ('+', ('*', 1, 2), 10))
1131	18	('+', 6, ('+', ('*', 1, 10), 2))
1132	18	('+', 6, ('*', 1, ('+', 2, 10)))
1133	18	('+', 6, ('*', 1, ('+', 10, 2)))
1134	18	('+', 6, ('*', ('+', 2, 10), 1))
1135	18	('+', 6, ('*', ('+', 10, 2), 1))
1136	18	('+', 2, ('/', ('+', 6, 10), 1))
1137	18	('+', 2, ('/', ('+', 10, 6), 1))
1138	18	('+', 2, ('+', 6, ('/', 10, 1)))
1139	18	('+', 2, ('+', 6, ('*', 10, 1)))
1140	18	('+', 2, ('+', 6, ('*', 1, 10)))
1141	18	('+', 2, ('+', 10, ('/', 6, 1)))
1142	18	('+', 2, ('+', 10, ('*', 6, 1)))
1143	18	('+', 2, ('+', 10, ('*', 1, 6)))
1144	18	('+', 2, ('+', ('/', 6, 1), 10))
1145	18	('+', 2, ('+', ('/', 10, 1), 6))
1146	18	('+', 2, ('+', ('*', 6, 1), 10))
1147	18	('+', 2, ('+', ('*', 10, 1), 6))
1148	18	('+', 2, ('+', ('*', 1, 6), 10))
1149	18	('+', 2, ('+', ('*', 1, 10), 6))
1150	18	('+', 2, ('*', 1, ('+', 6, 10)))
1151	18	('+', 2, ('*', 1, ('+', 10, 6)))
1152	18	('+', 2, ('*', ('+', 6, 10), 1))
1153	18	('+', 2, ('*', ('+', 10, 6), 1))
1154	18	('+', 10, ('/', ('+', 6, 2), 1))
1155	18	('+', 10, ('/', ('+', 2, 6), 1))
1156	18	('+', 10, ('+', 6, ('/', 2, 1)))
1157	18	('+', 10, ('+', 6, ('*', 2, 1)))
1158	18	('+', 10, ('+', 6, ('*', 1, 2)))
1159	18	('+', 10, ('+', 2, ('/', 6, 1)))
1160	18	('+', 10, ('+', 2, ('*', 6, 1)))
1161	18	('+', 10, ('+', 2, ('*', 1, 6)))
1162	18	('+', 10, ('+', ('/', 6, 1), 2))
1163	18	('+', 10, ('+', ('/', 2, 1), 6))
1164	18	('+', 10, ('+', ('*', 6, 1), 2))
1165	18	('+', 10, ('+', ('*', 2, 1), 6))
1166	18	('+', 10, ('+', ('*', 1, 6), 2))
1167	18	('+', 10, ('+', ('*', 1, 2), 6))
1168	18	('+', 10, ('*', 1, ('+', 6, 2)))
1169	18	('+', 10, ('*', 1, ('+', 2, 6)))
1170	18	('+', 10, ('*', ('+', 6, 2), 1))
1171	18	('+', 10, ('*', ('+', 2, 6), 1))
1172	18	('+', ('/', 6, 1), ('+', 2, 10))
1173	18	('+', ('/', 6, 1), ('+', 10, 2))
1174	18	('+', ('/', 2, 1), ('+', 6, 10))
1175	18	('+', ('/', 2, 1), ('+', 10, 6))
1176	18	('+', ('/', 10, 1), ('+', 6, 2))
1177	18	('+', ('/', 10, 1), ('+', 2, 6))
1178	18	('+', ('/', ('+', 6, 2), 1), 10)
1179	18	('+', ('/', ('+', 6, 10), 1), 2)
1180	18	('+', ('/', ('+', 2, 6), 1), 10)
1181	18	('+', ('/', ('+', 2, 10), 1), 6)
1182	18	('+', ('/', ('+', 10, 6), 1), 2)
1183	18	('+', ('/', ('+', 10, 2), 1), 6)
1184	18	('+', ('+', 6, 2), ('/', 10, 1))
1185	18	('+', ('+', 6, 2), ('*', 10, 1))
1186	18	('+', ('+', 6, 2), ('*', 1, 10))
1187	18	('+', ('+', 6, 10), ('/', 2, 1))
1188	18	('+', ('+', 6, 10), ('*', 2, 1))
1189	18	('+', ('+', 6, 10), ('*', 1, 2))
1190	18	('+', ('+', 6, ('/', 2, 1)), 10)
1191	18	('+', ('+', 6, ('/', 10, 1)), 2)
1192	18	('+', ('+', 6, ('*', 2, 1)), 10)
1193	18	('+', ('+', 6, ('*', 10, 1)), 2)
1194	18	('+', ('+', 6, ('*', 1, 2)), 10)
1195	18	('+', ('+', 6, ('*', 1, 10)), 2)
1196	18	('+', ('+', 2, 6), ('/', 10, 1))
1197	18	('+', ('+', 2, 6), ('*', 10, 1))
1198	18	('+', ('+', 2, 6), ('*', 1, 10))
1199	18	('+', ('+', 2, 10), ('/', 6, 1))
1200	18	('+', ('+', 2, 10), ('*', 6, 1))
1201	18	('+', ('+', 2, 10), ('*', 1, 6))
1202	18	('+', ('+', 2, ('/', 6, 1)), 10)
1203	18	('+', ('+', 2, ('/', 10, 1)), 6)
1204	18	('+', ('+', 2, ('*', 6, 1)), 10)
1205	18	('+', ('+', 2, ('*', 10, 1)), 6)
1206	18	('+', ('+', 2, ('*', 1, 6)), 10)
1207	18	('+', ('+', 2, ('*', 1, 10)), 6)
1208	18	('+', ('+', 10, 6), ('/', 2, 1))
1209	18	('+', ('+', 10, 6), ('*', 2, 1))
1210	18	('+', ('+', 10, 6), ('*', 1, 2))
1211	18	('+', ('+', 10, 2), ('/', 6, 1))
1212	18	('+', ('+', 10, 2), ('*', 6, 1))
1213	18	('+', ('+', 10, 2), ('*', 1, 6))
1214	18	('+', ('+', 10, ('/', 6, 1)), 2)
1215	18	('+', ('+', 10, ('/', 2, 1)), 6)
1216	18	('+', ('+', 10, ('*', 6, 1)), 2)
1217	18	('+', ('+', 10, ('*', 2, 1)), 6)
1218	18	('+', ('+', 10, ('*', 1, 6)), 2)
1219	18	('+', ('+', 10, ('*', 1, 2)), 6)
1220	18	('+', ('+', ('/', 6, 1), 2), 10)
1221	18	('+', ('+', ('/', 6, 1), 10), 2)
1222	18	('+', ('+', ('/', 2, 1), 6), 10)
1223	18	('+', ('+', ('/', 2, 1), 10), 6)
1224	18	('+', ('+', ('/', 10, 1), 6), 2)
1225	18	('+', ('+', ('/', 10, 1), 2), 6)
1226	18	('+', ('+', ('*', 6, 1), 2), 10)
1227	18	('+', ('+', ('*', 6, 1), 10), 2)
1228	18	('+', ('+', ('*', 2, 1), 6), 10)
1229	18	('+', ('+', ('*', 2, 1), 10), 6)
1230	18	('+', ('+', ('*', 10, 1), 6), 2)
1231	18	('+', ('+', ('*', 10, 1), 2), 6)
1232	18	('+', ('+', ('*', 1, 6), 2), 10)
1233	18	('+', ('+', ('*', 1, 6), 10), 2)
1234	18	('+', ('+', ('*', 1, 2), 6), 10)
1235	18	('+', ('+', ('*', 1, 2), 10), 6)
1236	18	('+', ('+', ('*', 1, 10), 6), 2)
1237	18	('+', ('+', ('*', 1, 10), 2), 6)
1238	18	('+', ('*', 6, 1), ('+', 2, 10))
1239	18	('+', ('*', 6, 1), ('+', 10, 2))
1240	18	('+', ('*', 2, 1), ('+', 6, 10))
1241	18	('+', ('*', 2, 1), ('+', 10, 6))
1242	18	('+', ('*', 10, 1), ('+', 6, 2))
1243	18	('+', ('*', 10, 1), ('+', 2, 6))
1244	18	('+', ('*', 1, 6), ('+', 2, 10))
1245	18	('+', ('*', 1, 6), ('+', 10, 2))
1246	18	('+', ('*', 1, 2), ('+', 6, 10))
1247	18	('+', ('*', 1, 2), ('+', 10, 6))
1248	18	('+', ('*', 1, 10), ('+', 6, 2))
1249	18	('+', ('*', 1, 10), ('+', 2, 6))
1250	18	('+', ('*', 1, ('+', 6, 2)), 10)
1251	18	('+', ('*', 1, ('+', 6, 10)), 2)
1252	18	('+', ('*', 1, ('+', 2, 6)), 10)
1253	18	('+', ('*', 1, ('+', 2, 10)), 6)
1254	18	('+', ('*', 1, ('+', 10, 6)), 2)
1255	18	('+', ('*', 1, ('+', 10, 2)), 6)
1256	18	('+', ('*', ('+', 6, 2), 1), 10)
1257	18	('+', ('*', ('+', 6, 10), 1), 2)
1258	18	('+', ('*', ('+', 2, 6), 1), 10)
1259	18	('+', ('*', ('+', 2, 10), 1), 6)
1260	18	('+', ('*', ('+', 10, 6), 1), 2)
1261	18	('+', ('*', ('+', 10, 2), 1), 6)
1262	18	('*', 1, ('+', 6, ('+', 2, 10)))
1263	18	('*', 1, ('+', 6, ('+', 10, 2)))
1264	18	('*', 1, ('+', 2, ('+', 6, 10)))
1265	18	('*', 1, ('+', 2, ('+', 10, 6)))
1266	18	('*', 1, ('+', 10, ('+', 6, 2)))
1267	18	('*', 1, ('+', 10, ('+', 2, 6)))
1268	18	('*', 1, ('+', ('+', 6, 2), 10))
1269	18	('*', 1, ('+', ('+', 6, 10), 2))
1270	18	('*', 1, ('+', ('+', 2, 6), 10))
1271	18	('*', 1, ('+', ('+', 2, 10), 6))
1272	18	('*', 1, ('+', ('+', 10, 6), 2))
1273	18	('*', 1, ('+', ('+', 10, 2), 6))
1274	18	('*', ('+', 6, ('+', 2, 10)), 1)
1275	18	('*', ('+', 6, ('+', 10, 2)), 1)
1276	18	('*', ('+', 2, ('+', 6, 10)), 1)
1277	18	('*', ('+', 2, ('+', 10, 6)), 1)
1278	18	('*', ('+', 10, ('+', 6, 2)), 1)
1279	18	('*', ('+', 10, ('+', 2, 6)), 1)
1280	18	('*', ('+', ('+', 6, 2), 10), 1)
1281	18	('*', ('+', ('+', 6, 10), 2), 1)
1282	18	('*', ('+', ('+', 2, 6), 10), 1)
1283	18	('*', ('+', ('+', 2, 10), 6), 1)
1284	18	('*', ('+', ('+', 10, 6), 2), 1)
1285	18	('*', ('+', ('+', 10, 2), 6), 1)
1286	17	('-', 6, ('-', 1, ('+', 2, 10)))
1287	17	('-', 6, ('-', 1, ('+', 10, 2)))
1288	17	('-', 6, ('-', ('-', 1, 2), 10))
1289	17	('-', 6, ('-', ('-', 1, 10), 2))
1290	17	('-', 2, ('-', 1, ('+', 6, 10)))
1291	17	('-', 2, ('-', 1, ('+', 10, 6)))
1292	17	('-', 2, ('-', ('-', 1, 6), 10))
1293	17	('-', 2, ('-', ('-', 1, 10), 6))
1294	17	('-', 10, ('-', 1, ('+', 6, 2)))
1295	17	('-', 10, ('-', 1, ('+', 2, 6)))
1296	17	('-', 10, ('-', ('-', 1, 6), 2))
1297	17	('-', 10, ('-', ('-', 1, 2), 6))
1298	17	('-', ('+', 6, 2), ('-', 1, 10))
1299	17	('-', ('+', 6, 10), ('-', 1, 2))
1300	17	('-', ('+', 6, ('+', 2, 10)), 1)
1301	17	('-', ('+', 6, ('+', 10, 2)), 1)
1302	17	('-', ('+', 2, 6), ('-', 1, 10))
1303	17	('-', ('+', 2, 10), ('-', 1, 6))
1304	17	('-', ('+', 2, ('+', 6, 10)), 1)
1305	17	('-', ('+', 2, ('+', 10, 6)), 1)
1306	17	('-', ('+', 10, 6), ('-', 1, 2))
1307	17	('-', ('+', 10, 2), ('-', 1, 6))
1308	17	('-', ('+', 10, ('+', 6, 2)), 1)
1309	17	('-', ('+', 10, ('+', 2, 6)), 1)
1310	17	('-', ('+', ('+', 6, 2), 10), 1)
1311	17	('-', ('+', ('+', 6, 10), 2), 1)
1312	17	('-', ('+', ('+', 2, 6), 10), 1)
1313	17	('-', ('+', ('+', 2, 10), 6), 1)
1314	17	('-', ('+', ('+', 10, 6), 2), 1)
1315	17	('-', ('+', ('+', 10, 2), 6), 1)
1316	17	('+', 6, ('-', 2, ('-', 1, 10)))
1317	17	('+', 6, ('-', 10, ('-', 1, 2)))
1318	17	('+', 6, ('-', ('+', 2, 10), 1))
1319	17	('+', 6, ('-', ('+', 10, 2), 1))
1320	17	('+', 6, ('+', 2, ('-', 10, 1)))
1321	17	('+', 6, ('+', 10, ('-', 2, 1)))
1322	17	('+', 6, ('+', ('-', 2, 1), 10))
1323	17	('+', 6, ('+', ('-', 10, 1), 2))
1324	17	('+', 2, ('-', 6, ('-', 1, 10)))
1325	17	('+', 2, ('-', 10, ('-', 1, 6)))
1326	17	('+', 2, ('-', ('+', 6, 10), 1))
1327	17	('+', 2, ('-', ('+', 10, 6), 1))
1328	17	('+', 2, ('+', 6, ('-', 10, 1)))
1329	17	('+', 2, ('+', 10, ('-', 6, 1)))
1330	17	('+', 2, ('+', ('-', 6, 1), 10))
1331	17	('+', 2, ('+', ('-', 10, 1), 6))
1332	17	('+', 10, ('-', 6, ('-', 1, 2)))
1333	17	('+', 10, ('-', 2, ('-', 1, 6)))
1334	17	('+', 10, ('-', ('+', 6, 2), 1))
1335	17	('+', 10, ('-', ('+', 2, 6), 1))
1336	17	('+', 10, ('+', 6, ('-', 2, 1)))
1337	17	('+', 10, ('+', 2, ('-', 6, 1)))
1338	17	('+', 10, ('+', ('-', 6, 1), 2))
1339	17	('+', 10, ('+', ('-', 2, 1), 6))
1340	17	('+', ('-', 6, 1), ('+', 2, 10))
1341	17	('+', ('-', 6, 1), ('+', 10, 2))
1342	17	('+', ('-', 6, ('-', 1, 2)), 10)
1343	17	('+', ('-', 6, ('-', 1, 10)), 2)
1344	17	('+', ('-', 2, 1), ('+', 6, 10))
1345	17	('+', ('-', 2, 1), ('+', 10, 6))
1346	17	('+', ('-', 2, ('-', 1, 6)), 10)
1347	17	('+', ('-', 2, ('-', 1, 10)), 6)
1348	17	('+', ('-', 10, 1), ('+', 6, 2))
1349	17	('+', ('-', 10, 1), ('+', 2, 6))
1350	17	('+', ('-', 10, ('-', 1, 6)), 2)
1351	17	('+', ('-', 10, ('-', 1, 2)), 6)
1352	17	('+', ('-', ('+', 6, 2), 1), 10)
1353	17	('+', ('-', ('+', 6, 10), 1), 2)
1354	17	('+', ('-', ('+', 2, 6), 1), 10)
1355	17	('+', ('-', ('+', 2, 10), 1), 6)
1356	17	('+', ('-', ('+', 10, 6), 1), 2)
1357	17	('+', ('-', ('+', 10, 2), 1), 6)
1358	17	('+', ('+', 6, 2), ('-', 10, 1))
1359	17	('+', ('+', 6, 10), ('-', 2, 1))
1360	17	('+', ('+', 6, ('-', 2, 1)), 10)
1361	17	('+', ('+', 6, ('-', 10, 1)), 2)
1362	17	('+', ('+', 2, 6), ('-', 10, 1))
1363	17	('+', ('+', 2, 10), ('-', 6, 1))
1364	17	('+', ('+', 2, ('-', 6, 1)), 10)
1365	17	('+', ('+', 2, ('-', 10, 1)), 6)
1366	17	('+', ('+', 10, 6), ('-', 2, 1))
1367	17	('+', ('+', 10, 2), ('-', 6, 1))
1368	17	('+', ('+', 10, ('-', 6, 1)), 2)
1369	17	('+', ('+', 10, ('-', 2, 1)), 6)
1370	17	('+', ('+', ('-', 6, 1), 2), 10)
1371	17	('+', ('+', ('-', 6, 1), 10), 2)
1372	17	('+', ('+', ('-', 2, 1), 6), 10)
1373	17	('+', ('+', ('-', 2, 1), 10), 6)
1374	17	('+', ('+', ('-', 10, 1), 6), 2)
1375	17	('+', ('+', ('-', 10, 1), 2), 6)
1376	16	('/', ('+', 6, 10), ('-', 2, 1))
1377	16	('/', ('+', 10, 6), ('-', 2, 1))
1378	16	('-', 6, ('/', 10, ('-', 1, 2)))
1379	16	('-', 6, ('*', 10, ('-', 1, 2)))
1380	16	('-', 6, ('*', ('-', 1, 2), 10))
1381	16	('-', 10, ('/', 6, ('-', 1, 2)))
1382	16	('-', 10, ('*', 6, ('-', 1, 2)))
1383	16	('-', 10, ('*', ('-', 1, 2), 6))
1384	16	('-', ('*', 2, ('+', 10, 1)), 6)
1385	16	('-', ('*', 2, ('+', 1, 10)), 6)
1386	16	('-', ('*', ('+', 10, 1), 2), 6)
1387	16	('-', ('*', ('+', 1, 10), 2), 6)
1388	16	('+', 6, ('/', 10, ('-', 2, 1)))
1389	16	('+', 6, ('*', 10, ('-', 2, 1)))
1390	16	('+', 6, ('*', ('-', 2, 1), 10))
1391	16	('+', 10, ('/', 6, ('-', 2, 1)))
1392	16	('+', 10, ('*', 6, ('-', 2, 1)))
1393	16	('+', 10, ('*', ('-', 2, 1), 6))
1394	16	('+', ('/', 6, ('-', 2, 1)), 10)
1395	16	('+', ('/', 10, ('-', 2, 1)), 6)
1396	16	('+', ('*', 6, ('-', 2, 1)), 10)
1397	16	('+', ('*', 10, ('-', 2, 1)), 6)
1398	16	('+', ('*', ('-', 2, 1), 6), 10)
1399	16	('+', ('*', ('-', 2, 1), 10), 6)
1400	16	('*', ('-', 2, 1), ('+', 6, 10))
1401	16	('*', ('-', 2, 1), ('+', 10, 6))
1402	16	('*', ('+', 6, 10), ('-', 2, 1))
1403	16	('*', ('+', 10, 6), ('-', 2, 1))
1404	15	('-', 6, ('-', 2, ('+', 10, 1)))
1405	15	('-', 6, ('-', 2, ('+', 1, 10)))
1406	15	('-', 6, ('-', ('-', 2, 10), 1))
1407	15	('-', 6, ('-', ('-', 2, 1), 10))
1408	15	('-', 10, ('-', 2, ('+', 6, 1)))
1409	15	('-', 10, ('-', 2, ('+', 1, 6)))
1410	15	('-', 10, ('-', ('-', 2, 6), 1))
1411	15	('-', 10, ('-', ('-', 2, 1), 6))
1412	15	('-', 1, ('-', 6, ('*', 2, 10)))
1413	15	('-', 1, ('-', 6, ('*', 10, 2)))
1414	15	('-', 1, ('-', 2, ('+', 6, 10)))
1415	15	('-', 1, ('-', 2, ('+', 10, 6)))
1416	15	('-', 1, ('-', ('-', 2, 6), 10))
1417	15	('-', 1, ('-', ('-', 2, 10), 6))
1418	15	('-', ('+', 6, 10), ('-', 2, 1))
1419	15	('-', ('+', 6, 1), ('-', 2, 10))
1420	15	('-', ('+', 6, ('+', 10, 1)), 2)
1421	15	('-', ('+', 6, ('+', 1, 10)), 2)
1422	15	('-', ('+', 10, 6), ('-', 2, 1))
1423	15	('-', ('+', 10, 1), ('-', 2, 6))
1424	15	('-', ('+', 10, ('+', 6, 1)), 2)
1425	15	('-', ('+', 10, ('+', 1, 6)), 2)
1426	15	('-', ('+', 1, 6), ('-', 2, 10))
1427	15	('-', ('+', 1, 10), ('-', 2, 6))
1428	15	('-', ('+', 1, ('+', 6, 10)), 2)
1429	15	('-', ('+', 1, ('+', 10, 6)), 2)
1430	15	('-', ('+', 1, ('*', 2, 10)), 6)
1431	15	('-', ('+', 1, ('*', 10, 2)), 6)
1432	15	('-', ('+', ('+', 6, 10), 1), 2)
1433	15	('-', ('+', ('+', 6, 1), 10), 2)
1434	15	('-', ('+', ('+', 10, 6), 1), 2)
1435	15	('-', ('+', ('+', 10, 1), 6), 2)
1436	15	('-', ('+', ('+', 1, 6), 10), 2)
1437	15	('-', ('+', ('+', 1, 10), 6), 2)
1438	15	('-', ('+', ('*', 2, 10), 1), 6)
1439	15	('-', ('+', ('*', 10, 2), 1), 6)
1440	15	('-', ('*', 2, 10), ('-', 6, 1))
1441	15	('-', ('*', 10, 2), ('-', 6, 1))
1442	15	('+', 6, ('-', 10, ('-', 2, 1)))
1443	15	('+', 6, ('-', 1, ('-', 2, 10)))
1444	15	('+', 6, ('-', ('+', 10, 1), 2))
1445	15	('+', 6, ('-', ('+', 1, 10), 2))
1446	15	('+', 6, ('+', 10, ('-', 1, 2)))
1447	15	('+', 6, ('+', 1, ('-', 10, 2)))
1448	15	('+', 6, ('+', ('-', 10, 2), 1))
1449	15	('+', 6, ('+', ('-', 1, 2), 10))
1450	15	('+', 10, ('-', 6, ('-', 2, 1)))
1451	15	('+', 10, ('-', 1, ('-', 2, 6)))
1452	15	('+', 10, ('-', ('+', 6, 1), 2))
1453	15	('+', 10, ('-', ('+', 1, 6), 2))
1454	15	('+', 10, ('+', 6, ('-', 1, 2)))
1455	15	('+', 10, ('+', 1, ('-', 6, 2)))
1456	15	('+', 10, ('+', ('-', 6, 2), 1))
1457	15	('+', 10, ('+', ('-', 1, 2), 6))
1458	15	('+', 1, ('-', 6, ('-', 2, 10)))
1459	15	('+', 1, ('-', 10, ('-', 2, 6)))
