	value	expression
1936	8	('*', 1, ('*', ('-', 10, 6), 2))
1937	8	('*', ('/', 2, 1), ('-', 10, 6))
1938	8	('*', ('/', 1, 2), ('+', 6, 10))
1939	8	('*', ('/', 1, 2), ('+', 10, 6))
1940	8	('*', ('/', ('-', 10, 6), 1), 2)
1941	8	('*', ('/', ('+', 6, 10), 2), 1)
1942	8	('*', ('/', ('+', 10, 6), 2), 1)
1943	8	('*', ('-', 10, 6), ('/', 2, 1))
1944	8	('*', ('-', 10, 6), ('*', 2, 1))
1945	8	('*', ('-', 10, 6), ('*', 1, 2))
1946	8	('*', ('-', 10, ('/', 6, 1)), 2)
1947	8	('*', ('-', 10, ('*', 6, 1)), 2)
1948	8	('*', ('-', 10, ('*', 1, 6)), 2)
1949	8	('*', ('-', ('/', 10, 1), 6), 2)
1950	8	('*', ('-', ('*', 10, 1), 6), 2)
1951	8	('*', ('-', ('*', 1, 10), 6), 2)
1952	8	('*', ('+', 6, 10), ('/', 1, 2))
1953	8	('*', ('+', 10, 6), ('/', 1, 2))
1954	8	('*', ('*', 2, 1), ('-', 10, 6))
1955	8	('*', ('*', 2, ('-', 10, 6)), 1)
1956	8	('*', ('*', 1, 2), ('-', 10, 6))
1957	8	('*', ('*', 1, ('-', 10, 6)), 2)
1958	8	('*', ('*', ('-', 10, 6), 2), 1)
1959	8	('*', ('*', ('-', 10, 6), 1), 2)
1960	7	('/', ('-', 10, ('/', 6, 2)), 1)
1961	7	('-', 2, ('-', 6, ('+', 10, 1)))
1962	7	('-', 2, ('-', 6, ('+', 1, 10)))
1963	7	('-', 2, ('-', ('-', 6, 10), 1))
1964	7	('-', 2, ('-', ('-', 6, 1), 10))
1965	7	('-', 10, ('/', 6, ('/', 2, 1)))
1966	7	('-', 10, ('/', 6, ('*', 2, 1)))
1967	7	('-', 10, ('/', 6, ('*', 1, 2)))
1968	7	('-', 10, ('/', 1, ('/', 2, 6)))
1969	7	('-', 10, ('/', ('/', 6, 2), 1))
1970	7	('-', 10, ('/', ('/', 6, 1), 2))
1971	7	('-', 10, ('/', ('*', 6, 1), 2))
1972	7	('-', 10, ('/', ('*', 1, 6), 2))
1973	7	('-', 10, ('-', 6, ('+', 2, 1)))
1974	7	('-', 10, ('-', 6, ('+', 1, 2)))
1975	7	('-', 10, ('-', ('-', 6, 2), 1))
1976	7	('-', 10, ('-', ('-', 6, 1), 2))
1977	7	('-', 10, ('*', 6, ('/', 1, 2)))
1978	7	('-', 10, ('*', 1, ('/', 6, 2)))
1979	7	('-', 10, ('*', ('/', 6, 2), 1))
1980	7	('-', 10, ('*', ('/', 1, 2), 6))
1981	7	('-', 1, ('-', 6, ('+', 2, 10)))
1982	7	('-', 1, ('-', 6, ('+', 10, 2)))
1983	7	('-', 1, ('-', ('-', 6, 2), 10))
1984	7	('-', 1, ('-', ('-', 6, 10), 2))
1985	7	('-', ('/', 10, 1), ('/', 6, 2))
1986	7	('-', ('/', ('+', 6, 10), 2), 1)
1987	7	('-', ('/', ('+', 10, 6), 2), 1)
1988	7	('-', ('+', 2, 10), ('-', 6, 1))
1989	7	('-', ('+', 2, 1), ('-', 6, 10))
1990	7	('-', ('+', 2, ('+', 10, 1)), 6)
1991	7	('-', ('+', 2, ('+', 1, 10)), 6)
1992	7	('-', ('+', 10, 2), ('-', 6, 1))
1993	7	('-', ('+', 10, 1), ('-', 6, 2))
1994	7	('-', ('+', 10, ('+', 2, 1)), 6)
1995	7	('-', ('+', 10, ('+', 1, 2)), 6)
1996	7	('-', ('+', 1, 2), ('-', 6, 10))
1997	7	('-', ('+', 1, 10), ('-', 6, 2))
1998	7	('-', ('+', 1, ('+', 2, 10)), 6)
1999	7	('-', ('+', 1, ('+', 10, 2)), 6)
2000	7	('-', ('+', ('+', 2, 10), 1), 6)
2001	7	('-', ('+', ('+', 2, 1), 10), 6)
2002	7	('-', ('+', ('+', 10, 2), 1), 6)
2003	7	('-', ('+', ('+', 10, 1), 2), 6)
2004	7	('-', ('+', ('+', 1, 2), 10), 6)
2005	7	('-', ('+', ('+', 1, 10), 2), 6)
2006	7	('-', ('*', 2, ('-', 10, 6)), 1)
2007	7	('-', ('*', 10, 1), ('/', 6, 2))
2008	7	('-', ('*', 1, 10), ('/', 6, 2))
2009	7	('-', ('*', ('-', 10, 6), 2), 1)
2010	7	('+', 2, ('-', 10, ('-', 6, 1)))
2011	7	('+', 2, ('-', 1, ('-', 6, 10)))
2012	7	('+', 2, ('-', ('+', 10, 1), 6))
2013	7	('+', 2, ('-', ('+', 1, 10), 6))
2014	7	('+', 2, ('+', 10, ('-', 1, 6)))
2015	7	('+', 2, ('+', 1, ('-', 10, 6)))
2016	7	('+', 2, ('+', ('-', 10, 6), 1))
2017	7	('+', 2, ('+', ('-', 1, 6), 10))
2018	7	('+', 10, ('-', 2, ('-', 6, 1)))
2019	7	('+', 10, ('-', 1, ('-', 6, 2)))
2020	7	('+', 10, ('-', ('+', 2, 1), 6))
2021	7	('+', 10, ('-', ('+', 1, 2), 6))
2022	7	('+', 10, ('+', 2, ('-', 1, 6)))
2023	7	('+', 10, ('+', 1, ('-', 2, 6)))
2024	7	('+', 10, ('+', ('-', 2, 6), 1))
2025	7	('+', 10, ('+', ('-', 1, 6), 2))
2026	7	('+', 1, ('-', 2, ('-', 6, 10)))
2027	7	('+', 1, ('-', 10, ('-', 6, 2)))
2028	7	('+', 1, ('-', ('+', 2, 10), 6))
2029	7	('+', 1, ('-', ('+', 10, 2), 6))
2030	7	('+', 1, ('+', 2, ('-', 10, 6)))
2031	7	('+', 1, ('+', 10, ('-', 2, 6)))
2032	7	('+', 1, ('+', ('-', 2, 6), 10))
2033	7	('+', 1, ('+', ('-', 10, 6), 2))
2034	7	('+', ('-', 2, 6), ('+', 10, 1))
2035	7	('+', ('-', 2, 6), ('+', 1, 10))
2036	7	('+', ('-', 2, ('-', 6, 10)), 1)
2037	7	('+', ('-', 2, ('-', 6, 1)), 10)
2038	7	('+', ('-', 10, 6), ('+', 2, 1))
2039	7	('+', ('-', 10, 6), ('+', 1, 2))
2040	7	('+', ('-', 10, ('-', 6, 2)), 1)
2041	7	('+', ('-', 10, ('-', 6, 1)), 2)
2042	7	('+', ('-', 1, 6), ('+', 2, 10))
2043	7	('+', ('-', 1, 6), ('+', 10, 2))
2044	7	('+', ('-', 1, ('-', 6, 2)), 10)
2045	7	('+', ('-', 1, ('-', 6, 10)), 2)
2046	7	('+', ('-', ('+', 2, 10), 6), 1)
2047	7	('+', ('-', ('+', 2, 1), 6), 10)
2048	7	('+', ('-', ('+', 10, 2), 6), 1)
2049	7	('+', ('-', ('+', 10, 1), 6), 2)
2050	7	('+', ('-', ('+', 1, 2), 6), 10)
2051	7	('+', ('-', ('+', 1, 10), 6), 2)
2052	7	('+', ('+', 2, 10), ('-', 1, 6))
2053	7	('+', ('+', 2, 1), ('-', 10, 6))
2054	7	('+', ('+', 2, ('-', 10, 6)), 1)
2055	7	('+', ('+', 2, ('-', 1, 6)), 10)
2056	7	('+', ('+', 10, 2), ('-', 1, 6))
2057	7	('+', ('+', 10, 1), ('-', 2, 6))
2058	7	('+', ('+', 10, ('-', 2, 6)), 1)
2059	7	('+', ('+', 10, ('-', 1, 6)), 2)
2060	7	('+', ('+', 1, 2), ('-', 10, 6))
2061	7	('+', ('+', 1, 10), ('-', 2, 6))
2062	7	('+', ('+', 1, ('-', 2, 6)), 10)
2063	7	('+', ('+', 1, ('-', 10, 6)), 2)
2064	7	('+', ('+', ('-', 2, 6), 10), 1)
2065	7	('+', ('+', ('-', 2, 6), 1), 10)
2066	7	('+', ('+', ('-', 10, 6), 2), 1)
2067	7	('+', ('+', ('-', 10, 6), 1), 2)
2068	7	('+', ('+', ('-', 1, 6), 2), 10)
2069	7	('+', ('+', ('-', 1, 6), 10), 2)
2070	7	('*', 1, ('-', 10, ('/', 6, 2)))
2071	7	('*', ('-', 10, ('/', 6, 2)), 1)
2072	6	('/', ('-', 2, ('-', 6, 10)), 1)
2073	6	('/', ('-', 10, ('-', 6, 2)), 1)
2074	6	('/', ('-', ('+', 2, 10), 6), 1)
2075	6	('/', ('-', ('+', 10, 2), 6), 1)
2076	6	('/', ('+', 2, ('-', 10, 6)), 1)
2077	6	('/', ('+', 10, ('-', 2, 6)), 1)
2078	6	('/', ('+', ('-', 2, 6), 10), 1)
2079	6	('/', ('+', ('-', 10, 6), 2), 1)
2080	6	('-', 2, ('/', ('-', 6, 10), 1))
2081	6	('-', 2, ('-', 6, ('/', 10, 1)))
2082	6	('-', 2, ('-', 6, ('*', 10, 1)))
2083	6	('-', 2, ('-', 6, ('*', 1, 10)))
2084	6	('-', 2, ('-', ('/', 6, 1), 10))
2085	6	('-', 2, ('-', ('*', 6, 1), 10))
2086	6	('-', 2, ('-', ('*', 1, 6), 10))
2087	6	('-', 2, ('*', 1, ('-', 6, 10)))
2088	6	('-', 2, ('*', ('-', 6, 10), 1))
2089	6	('-', 10, ('/', ('-', 6, 2), 1))
2090	6	('-', 10, ('-', 6, ('/', 2, 1)))
2091	6	('-', 10, ('-', 6, ('*', 2, 1)))
2092	6	('-', 10, ('-', 6, ('*', 1, 2)))
2093	6	('-', 10, ('-', ('/', 6, 1), 2))
2094	6	('-', 10, ('-', ('*', 6, 1), 2))
2095	6	('-', 10, ('-', ('*', 1, 6), 2))
2096	6	('-', 10, ('+', 1, ('/', 6, 2)))
2097	6	('-', 10, ('+', ('/', 6, 2), 1))
2098	6	('-', 10, ('*', 1, ('-', 6, 2)))
2099	6	('-', 10, ('*', ('-', 6, 2), 1))
2100	6	('-', ('/', 2, 1), ('-', 6, 10))
2101	6	('-', ('/', 10, 1), ('-', 6, 2))
2102	6	('-', ('/', ('+', 2, 10), 1), 6)
2103	6	('-', ('/', ('+', 10, 2), 1), 6)
2104	6	('-', ('-', 10, 1), ('/', 6, 2))
2105	6	('-', ('-', 10, ('/', 6, 2)), 1)
2106	6	('-', ('+', 2, 10), ('/', 6, 1))
2107	6	('-', ('+', 2, 10), ('*', 6, 1))
2108	6	('-', ('+', 2, 10), ('*', 1, 6))
2109	6	('-', ('+', 2, ('/', 10, 1)), 6)
2110	6	('-', ('+', 2, ('*', 10, 1)), 6)
2111	6	('-', ('+', 2, ('*', 1, 10)), 6)
2112	6	('-', ('+', 10, 2), ('/', 6, 1))
2113	6	('-', ('+', 10, 2), ('*', 6, 1))
2114	6	('-', ('+', 10, 2), ('*', 1, 6))
2115	6	('-', ('+', 10, ('/', 2, 1)), 6)
2116	6	('-', ('+', 10, ('*', 2, 1)), 6)
2117	6	('-', ('+', 10, ('*', 1, 2)), 6)
2118	6	('-', ('+', ('/', 2, 1), 10), 6)
2119	6	('-', ('+', ('/', 10, 1), 2), 6)
2120	6	('-', ('+', ('*', 2, 1), 10), 6)
2121	6	('-', ('+', ('*', 10, 1), 2), 6)
2122	6	('-', ('+', ('*', 1, 2), 10), 6)
2123	6	('-', ('+', ('*', 1, 10), 2), 6)
2124	6	('-', ('*', 2, 1), ('-', 6, 10))
2125	6	('-', ('*', 10, 1), ('-', 6, 2))
2126	6	('-', ('*', 1, 2), ('-', 6, 10))
2127	6	('-', ('*', 1, 10), ('-', 6, 2))
2128	6	('-', ('*', 1, ('+', 2, 10)), 6)
2129	6	('-', ('*', 1, ('+', 10, 2)), 6)
2130	6	('-', ('*', ('+', 2, 10), 1), 6)
2131	6	('-', ('*', ('+', 10, 2), 1), 6)
2132	6	('+', 2, ('/', ('-', 10, 6), 1))
2133	6	('+', 2, ('-', 10, ('/', 6, 1)))
2134	6	('+', 2, ('-', 10, ('*', 6, 1)))
2135	6	('+', 2, ('-', 10, ('*', 1, 6)))
2136	6	('+', 2, ('-', ('/', 10, 1), 6))
2137	6	('+', 2, ('-', ('*', 10, 1), 6))
2138	6	('+', 2, ('-', ('*', 1, 10), 6))
2139	6	('+', 2, ('*', 1, ('-', 10, 6)))
2140	6	('+', 2, ('*', ('-', 10, 6), 1))
2141	6	('+', 10, ('/', ('-', 2, 6), 1))
2142	6	('+', 10, ('-', 2, ('/', 6, 1)))
2143	6	('+', 10, ('-', 2, ('*', 6, 1)))
2144	6	('+', 10, ('-', 2, ('*', 1, 6)))
2145	6	('+', 10, ('-', ('/', 2, 1), 6))
2146	6	('+', 10, ('-', ('*', 2, 1), 6))
2147	6	('+', 10, ('-', ('*', 1, 2), 6))
2148	6	('+', 10, ('*', 1, ('-', 2, 6)))
2149	6	('+', 10, ('*', ('-', 2, 6), 1))
2150	6	('+', ('/', 2, 1), ('-', 10, 6))
2151	6	('+', ('/', 10, 1), ('-', 2, 6))
2152	6	('+', ('/', ('-', 2, 6), 1), 10)
2153	6	('+', ('/', ('-', 10, 6), 1), 2)
2154	6	('+', ('-', 2, 6), ('/', 10, 1))
2155	6	('+', ('-', 2, 6), ('*', 10, 1))
2156	6	('+', ('-', 2, 6), ('*', 1, 10))
2157	6	('+', ('-', 2, ('/', 6, 1)), 10)
2158	6	('+', ('-', 2, ('*', 6, 1)), 10)
2159	6	('+', ('-', 2, ('*', 1, 6)), 10)
2160	6	('+', ('-', 10, 6), ('/', 2, 1))
2161	6	('+', ('-', 10, 6), ('*', 2, 1))
2162	6	('+', ('-', 10, 6), ('*', 1, 2))
2163	6	('+', ('-', 10, ('/', 6, 1)), 2)
2164	6	('+', ('-', 10, ('*', 6, 1)), 2)
2165	6	('+', ('-', 10, ('*', 1, 6)), 2)
2166	6	('+', ('-', ('/', 2, 1), 6), 10)
2167	6	('+', ('-', ('/', 10, 1), 6), 2)
2168	6	('+', ('-', ('*', 2, 1), 6), 10)
2169	6	('+', ('-', ('*', 10, 1), 6), 2)
2170	6	('+', ('-', ('*', 1, 2), 6), 10)
2171	6	('+', ('-', ('*', 1, 10), 6), 2)
2172	6	('+', ('*', 2, 1), ('-', 10, 6))
2173	6	('+', ('*', 10, 1), ('-', 2, 6))
2174	6	('+', ('*', 1, 2), ('-', 10, 6))
2175	6	('+', ('*', 1, 10), ('-', 2, 6))
2176	6	('+', ('*', 1, ('-', 2, 6)), 10)
2177	6	('+', ('*', 1, ('-', 10, 6)), 2)
2178	6	('+', ('*', ('-', 2, 6), 1), 10)
2179	6	('+', ('*', ('-', 10, 6), 1), 2)
2180	6	('*', 2, ('-', 10, ('+', 6, 1)))
2181	6	('*', 2, ('-', 10, ('+', 1, 6)))
2182	6	('*', 2, ('-', ('-', 10, 6), 1))
2183	6	('*', 2, ('-', ('-', 10, 1), 6))
2184	6	('*', 1, ('-', 2, ('-', 6, 10)))
2185	6	('*', 1, ('-', 10, ('-', 6, 2)))
2186	6	('*', 1, ('-', ('+', 2, 10), 6))
2187	6	('*', 1, ('-', ('+', 10, 2), 6))
2188	6	('*', 1, ('+', 2, ('-', 10, 6)))
2189	6	('*', 1, ('+', 10, ('-', 2, 6)))
2190	6	('*', 1, ('+', ('-', 2, 6), 10))
2191	6	('*', 1, ('+', ('-', 10, 6), 2))
2192	6	('*', ('-', 2, ('-', 6, 10)), 1)
2193	6	('*', ('-', 10, ('-', 6, 2)), 1)
2194	6	('*', ('-', 10, ('+', 6, 1)), 2)
2195	6	('*', ('-', 10, ('+', 1, 6)), 2)
2196	6	('*', ('-', ('-', 10, 6), 1), 2)
2197	6	('*', ('-', ('-', 10, 1), 6), 2)
2198	6	('*', ('-', ('+', 2, 10), 6), 1)
2199	6	('*', ('-', ('+', 10, 2), 6), 1)
2200	6	('*', ('+', 2, ('-', 10, 6)), 1)
2201	6	('*', ('+', 10, ('-', 2, 6)), 1)
2202	6	('*', ('+', ('-', 2, 6), 10), 1)
2203	6	('*', ('+', ('-', 10, 6), 2), 1)
2204	5	('/', 6, ('+', 1, ('/', 2, 10)))
2205	5	('/', 6, ('+', ('/', 2, 10), 1))
2206	5	('/', 2, ('-', 1, ('/', 6, 10)))
2207	5	('/', 10, ('/', 6, ('+', 2, 1)))
2208	5	('/', 10, ('/', 6, ('+', 1, 2)))
2209	5	('/', 10, ('-', ('/', 6, 2), 1))
2210	5	('/', ('+', 2, 1), ('/', 6, 10))
2211	5	('/', ('+', 1, 2), ('/', 6, 10))
2212	5	('/', ('*', 10, ('+', 2, 1)), 6)
2213	5	('/', ('*', 10, ('+', 1, 2)), 6)
2214	5	('/', ('*', ('+', 2, 1), 10), 6)
2215	5	('/', ('*', ('+', 1, 2), 10), 6)
2216	5	('-', 2, ('-', 6, ('-', 10, 1)))
2217	5	('-', 2, ('-', 1, ('-', 10, 6)))
2218	5	('-', 2, ('-', ('+', 6, 1), 10))
2219	5	('-', 2, ('-', ('+', 1, 6), 10))
2220	5	('-', 2, ('+', 6, ('-', 1, 10)))
2221	5	('-', 2, ('+', 1, ('-', 6, 10)))
2222	5	('-', 2, ('+', ('-', 6, 10), 1))
2223	5	('-', 2, ('+', ('-', 1, 10), 6))
2224	5	('-', 10, ('-', 6, ('-', 2, 1)))
2225	5	('-', 10, ('-', 1, ('-', 2, 6)))
2226	5	('-', 10, ('-', ('+', 6, 1), 2))
2227	5	('-', 10, ('-', ('+', 1, 6), 2))
2228	5	('-', 10, ('+', 6, ('-', 1, 2)))
2229	5	('-', 10, ('+', 1, ('-', 6, 2)))
2230	5	('-', 10, ('+', ('-', 6, 2), 1))
2231	5	('-', 10, ('+', ('-', 1, 2), 6))
2232	5	('-', ('-', 2, 6), ('-', 1, 10))
2233	5	('-', ('-', 2, 1), ('-', 6, 10))
2234	5	('-', ('-', 2, ('-', 6, 10)), 1)
2235	5	('-', ('-', 2, ('-', 1, 10)), 6)
2236	5	('-', ('-', 10, 6), ('-', 1, 2))
2237	5	('-', ('-', 10, 1), ('-', 6, 2))
2238	5	('-', ('-', 10, ('-', 6, 2)), 1)
2239	5	('-', ('-', 10, ('-', 1, 2)), 6)
2240	5	('-', ('-', ('+', 2, 10), 6), 1)
2241	5	('-', ('-', ('+', 2, 10), 1), 6)
2242	5	('-', ('-', ('+', 10, 2), 6), 1)
2243	5	('-', ('-', ('+', 10, 2), 1), 6)
2244	5	('-', ('+', 2, 10), ('+', 6, 1))
2245	5	('-', ('+', 2, 10), ('+', 1, 6))
2246	5	('-', ('+', 2, ('-', 10, 6)), 1)
2247	5	('-', ('+', 2, ('-', 10, 1)), 6)
2248	5	('-', ('+', 10, 2), ('+', 6, 1))
2249	5	('-', ('+', 10, 2), ('+', 1, 6))
2250	5	('-', ('+', 10, ('-', 2, 6)), 1)
2251	5	('-', ('+', 10, ('-', 2, 1)), 6)
2252	5	('-', ('+', ('-', 2, 6), 10), 1)
2253	5	('-', ('+', ('-', 2, 1), 10), 6)
2254	5	('-', ('+', ('-', 10, 6), 2), 1)
2255	5	('-', ('+', ('-', 10, 1), 2), 6)
2256	5	('+', 2, ('-', 10, ('+', 6, 1)))
2257	5	('+', 2, ('-', 10, ('+', 1, 6)))
2258	5	('+', 2, ('-', ('-', 10, 6), 1))
2259	5	('+', 2, ('-', ('-', 10, 1), 6))
2260	5	('+', 10, ('-', 2, ('+', 6, 1)))
2261	5	('+', 10, ('-', 2, ('+', 1, 6)))
2262	5	('+', 10, ('-', ('-', 2, 6), 1))
2263	5	('+', 10, ('-', ('-', 2, 1), 6))
2264	5	('+', ('-', 2, 6), ('-', 10, 1))
2265	5	('+', ('-', 2, 1), ('-', 10, 6))
2266	5	('+', ('-', 2, ('+', 6, 1)), 10)
2267	5	('+', ('-', 2, ('+', 1, 6)), 10)
2268	5	('+', ('-', 10, 6), ('-', 2, 1))
2269	5	('+', ('-', 10, 1), ('-', 2, 6))
2270	5	('+', ('-', 10, ('+', 6, 1)), 2)
2271	5	('+', ('-', 10, ('+', 1, 6)), 2)
2272	5	('+', ('-', ('-', 2, 6), 1), 10)
2273	5	('+', ('-', ('-', 2, 1), 6), 10)
2274	5	('+', ('-', ('-', 10, 6), 1), 2)
2275	5	('+', ('-', ('-', 10, 1), 6), 2)
2276	5	('*', 10, ('/', ('+', 2, 1), 6))
2277	5	('*', 10, ('/', ('+', 1, 2), 6))
2278	5	('*', ('/', 10, 6), ('+', 2, 1))
2279	5	('*', ('/', 10, 6), ('+', 1, 2))
2280	5	('*', ('/', ('+', 2, 1), 6), 10)
2281	5	('*', ('/', ('+', 1, 2), 6), 10)
2282	5	('*', ('+', 2, 1), ('/', 10, 6))
2283	5	('*', ('+', 1, 2), ('/', 10, 6))
2284	4	('/', 2, ('/', ('-', 6, 1), 10))
2285	4	('/', 10, ('/', ('-', 6, 1), 2))
2286	4	('/', ('-', 6, 10), ('-', 1, 2))
2287	4	('/', ('-', 10, 6), ('-', 2, 1))
2288	4	('/', ('*', 2, 10), ('-', 6, 1))
2289	4	('/', ('*', 10, 2), ('-', 6, 1))
2290	4	('-', 2, ('/', 10, ('-', 1, 6)))
2291	4	('-', 10, ('/', 6, ('-', 2, 1)))
2292	4	('-', 10, ('*', 6, ('-', 2, 1)))
2293	4	('-', 10, ('*', ('-', 2, 1), 6))
2294	4	('-', ('/', 10, ('-', 2, 1)), 6)
2295	4	('-', ('*', 2, ('+', 6, 1)), 10)
2296	4	('-', ('*', 2, ('+', 1, 6)), 10)
2297	4	('-', ('*', 10, ('-', 2, 1)), 6)
2298	4	('-', ('*', ('-', 2, 1), 10), 6)
2299	4	('-', ('*', ('+', 6, 1), 2), 10)
2300	4	('-', ('*', ('+', 1, 6), 2), 10)
2301	4	('+', 2, ('/', 10, ('-', 6, 1)))
2302	4	('+', 10, ('/', 6, ('-', 1, 2)))
2303	4	('+', 10, ('*', 6, ('-', 1, 2)))
2304	4	('+', 10, ('*', ('-', 1, 2), 6))
2305	4	('+', ('/', 6, ('-', 1, 2)), 10)
2306	4	('+', ('/', 10, ('-', 6, 1)), 2)
2307	4	('+', ('*', 6, ('-', 1, 2)), 10)
2308	4	('+', ('*', ('-', 1, 2), 6), 10)
2309	4	('*', 2, ('/', 10, ('-', 6, 1)))
2310	4	('*', 10, ('/', 2, ('-', 6, 1)))
2311	4	('*', ('/', 2, ('-', 6, 1)), 10)
2312	4	('*', ('/', 10, ('-', 6, 1)), 2)
2313	4	('*', ('-', 6, 10), ('-', 1, 2))
2314	4	('*', ('-', 2, 1), ('-', 10, 6))
2315	4	('*', ('-', 10, 6), ('-', 2, 1))
2316	4	('*', ('-', 1, 2), ('-', 6, 10))
2317	3	('/', 2, ('/', 6, ('-', 10, 1)))
2318	3	('/', ('-', 10, 1), ('/', 6, 2))
2319	3	('/', ('*', 2, ('-', 10, 1)), 6)
2320	3	('/', ('*', ('-', 10, 1), 2), 6)
2321	3	('-', 10, ('-', 6, ('-', 1, 2)))
2322	3	('-', 10, ('-', 2, ('-', 1, 6)))
2323	3	('-', 10, ('-', ('+', 6, 2), 1))
2324	3	('-', 10, ('-', ('+', 2, 6), 1))
2325	3	('-', 10, ('+', 6, ('-', 2, 1)))
2326	3	('-', 10, ('+', 2, ('-', 6, 1)))
2327	3	('-', 10, ('+', ('-', 6, 1), 2))
2328	3	('-', 10, ('+', ('-', 2, 1), 6))
2329	3	('-', 1, ('/', ('-', 6, 10), 2))
2330	3	('-', 1, ('-', 6, ('-', 10, 2)))
2331	3	('-', 1, ('-', 2, ('-', 10, 6)))
2332	3	('-', 1, ('-', 10, ('*', 6, 2)))
2333	3	('-', 1, ('-', 10, ('*', 2, 6)))
2334	3	('-', 1, ('-', ('+', 6, 2), 10))
2335	3	('-', 1, ('-', ('+', 2, 6), 10))
2336	3	('-', 1, ('+', 6, ('-', 2, 10)))
2337	3	('-', 1, ('+', 2, ('-', 6, 10)))
2338	3	('-', 1, ('+', ('-', 6, 10), 2))
2339	3	('-', 1, ('+', ('-', 2, 10), 6))
2340	3	('-', ('-', 10, 6), ('-', 2, 1))
2341	3	('-', ('-', 10, 2), ('-', 6, 1))
2342	3	('-', ('-', 10, ('-', 6, 1)), 2)
2343	3	('-', ('-', 10, ('-', 2, 1)), 6)
2344	3	('-', ('-', 1, 6), ('-', 2, 10))
2345	3	('-', ('-', 1, 2), ('-', 6, 10))
2346	3	('-', ('-', 1, ('-', 6, 10)), 2)
2347	3	('-', ('-', 1, ('-', 2, 10)), 6)
2348	3	('-', ('-', ('+', 10, 1), 6), 2)
2349	3	('-', ('-', ('+', 10, 1), 2), 6)
2350	3	('-', ('-', ('+', 1, 10), 6), 2)
2351	3	('-', ('-', ('+', 1, 10), 2), 6)
2352	3	('-', ('+', 10, 1), ('+', 6, 2))
2353	3	('-', ('+', 10, 1), ('+', 2, 6))
2354	3	('-', ('+', 10, ('-', 1, 6)), 2)
2355	3	('-', ('+', 10, ('-', 1, 2)), 6)
2356	3	('-', ('+', 1, 10), ('+', 6, 2))
2357	3	('-', ('+', 1, 10), ('+', 2, 6))
2358	3	('-', ('+', 1, ('-', 10, 6)), 2)
2359	3	('-', ('+', 1, ('-', 10, 2)), 6)
2360	3	('-', ('+', 1, ('*', 6, 2)), 10)
2361	3	('-', ('+', 1, ('*', 2, 6)), 10)
2362	3	('-', ('+', ('-', 10, 6), 1), 2)
2363	3	('-', ('+', ('-', 10, 2), 1), 6)
2364	3	('-', ('+', ('-', 1, 6), 10), 2)
2365	3	('-', ('+', ('-', 1, 2), 10), 6)
2366	3	('-', ('+', ('*', 6, 2), 1), 10)
2367	3	('-', ('+', ('*', 2, 6), 1), 10)
2368	3	('-', ('*', 6, 2), ('-', 10, 1))
2369	3	('-', ('*', 2, 6), ('-', 10, 1))
2370	3	('+', 10, ('-', 1, ('+', 6, 2)))
2371	3	('+', 10, ('-', 1, ('+', 2, 6)))
2372	3	('+', 10, ('-', ('-', 1, 6), 2))
2373	3	('+', 10, ('-', ('-', 1, 2), 6))
2374	3	('+', 1, ('/', ('-', 10, 6), 2))
2375	3	('+', 1, ('/', ('+', 2, 10), 6))
2376	3	('+', 1, ('/', ('+', 10, 2), 6))
2377	3	('+', 1, ('-', 10, ('+', 6, 2)))
2378	3	('+', 1, ('-', 10, ('+', 2, 6)))
2379	3	('+', 1, ('-', ('-', 10, 6), 2))
2380	3	('+', 1, ('-', ('-', 10, 2), 6))
2381	3	('+', 1, ('-', ('*', 6, 2), 10))
2382	3	('+', 1, ('-', ('*', 2, 6), 10))
2383	3	('+', ('/', ('-', 10, 6), 2), 1)
2384	3	('+', ('/', ('+', 2, 10), 6), 1)
2385	3	('+', ('/', ('+', 10, 2), 6), 1)
2386	3	('+', ('-', 10, 6), ('-', 1, 2))
2387	3	('+', ('-', 10, 2), ('-', 1, 6))
2388	3	('+', ('-', 10, ('+', 6, 2)), 1)
2389	3	('+', ('-', 10, ('+', 2, 6)), 1)
2390	3	('+', ('-', 1, 6), ('-', 10, 2))
2391	3	('+', ('-', 1, 2), ('-', 10, 6))
2392	3	('+', ('-', 1, 10), ('*', 6, 2))
2393	3	('+', ('-', 1, 10), ('*', 2, 6))
2394	3	('+', ('-', 1, ('+', 6, 2)), 10)
2395	3	('+', ('-', 1, ('+', 2, 6)), 10)
2396	3	('+', ('-', ('-', 10, 6), 2), 1)
2397	3	('+', ('-', ('-', 10, 2), 6), 1)
2398	3	('+', ('-', ('-', 1, 6), 2), 10)
2399	3	('+', ('-', ('-', 1, 2), 6), 10)
2400	3	('+', ('-', ('*', 6, 2), 10), 1)
2401	3	('+', ('-', ('*', 2, 6), 10), 1)
2402	3	('+', ('*', 6, 2), ('-', 1, 10))
2403	3	('+', ('*', 2, 6), ('-', 1, 10))
2404	3	('*', 2, ('/', ('-', 10, 1), 6))
2405	3	('*', ('/', 2, 6), ('-', 10, 1))
2406	3	('*', ('/', ('-', 10, 1), 6), 2)
2407	3	('*', ('-', 10, 1), ('/', 2, 6))
2408	2	('/', 10, ('-', 6, ('-', 2, 1)))
2409	2	('/', 10, ('-', 1, ('-', 2, 6)))
2410	2	('/', 10, ('-', ('+', 6, 1), 2))
2411	2	('/', 10, ('-', ('+', 1, 6), 2))
